adm_0_name,adm_1_name,adm_2_name,full_name,ISO_A0,FAO_GAUL_code,RNE_iso_code,IBGE_code,calendar_start_date,calendar_end_date,Year,dengue_total,case_definition_standardised,S_res,T_res,UUID,start_date,end_date,year,month
VIET NAM,DAK LAK,NA,"VIET NAM, DAK LAK",VNM,1012345,VN-33,NA,1994-04-01,1994-04-30,1994,2,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,DONG NAI,NA,"VIET NAM, DONG NAI",VNM,1012412,VN-39,NA,1994-04-01,1994-04-30,1994,40,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,LANG SON,NA,"VIET NAM, LANG SON",VNM,1012358,VN-09,NA,1994-04-01,1994-04-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,HAI PHONG CITY,NA,"VIET NAM, HAI PHONG CITY",VNM,1012393,VN-HP,NA,1994-04-01,1994-04-30,1994,38,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,PHU YEN,NA,"VIET NAM, PHU YEN",VNM,1012452,VN-32,NA,1994-04-01,1994-04-30,1994,20,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,LAI CHAU,NA,"VIET NAM, LAI CHAU",VNM,1012359,VN-01,NA,1994-04-01,1994-04-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,NINH BINH,NA,"VIET NAM, NINH BINH",VNM,1012422,VN-18,NA,1994-04-01,1994-04-30,1994,2,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,QUANG NAM,NA,"VIET NAM, QUANG NAM",VNM,1012397,VN-27,NA,1994-04-01,1994-04-30,1994,6,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,HAI DUONG,NA,"VIET NAM, HAI DUONG",VNM,1012405,VN-61,NA,1994-04-01,1994-04-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,QUANG TRI,NA,"VIET NAM, QUANG TRI",VNM,1012343,VN-25,NA,1994-04-01,1994-04-30,1994,8,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,THANH HOA,NA,"VIET NAM, THANH HOA",VNM,1012394,VN-21,NA,1994-04-01,1994-04-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,HOA BINH,NA,"VIET NAM, HOA BINH",VNM,1012447,VN-14,NA,1994-04-01,1994-04-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,QUANG NINH,NA,"VIET NAM, QUANG NINH",VNM,1012418,VN-13,NA,1994-04-01,1994-04-30,1994,7,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,BINH DUONG,NA,"VIET NAM, BINH DUONG",VNM,1012365,VN-57,NA,1994-04-01,1994-04-30,1994,59,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,VINH LONG,NA,"VIET NAM, VINH LONG",VNM,1012348,VN-49,NA,1994-04-01,1994-04-30,1994,28,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,BINH THUAN,NA,"VIET NAM, BINH THUAN",VNM,1012357,VN-40,NA,1994-04-01,1994-04-30,1994,564,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,KON TUM,NA,"VIET NAM, KON TUM",VNM,1012341,VN-28,NA,1994-04-01,1994-04-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,YEN BAI,NA,"VIET NAM, YEN BAI",VNM,1012437,VN-06,NA,1994-04-01,1994-04-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,HA TINH,NA,"VIET NAM, HA TINH",VNM,1012406,VN-23,NA,1994-04-01,1994-04-30,1994,1,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,CAO BANG,NA,"VIET NAM, CAO BANG",VNM,1012375,VN-04,NA,1994-04-01,1994-04-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,KHANH HOA,NA,"VIET NAM, KHANH HOA",VNM,1012376,VN-34,NA,1994-04-01,1994-04-30,1994,140,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,KIEN GIANG,NA,"VIET NAM, KIEN GIANG",VNM,1012402,VN-47,NA,1994-04-01,1994-04-30,1994,170,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,THAI NGUYEN,NA,"VIET NAM, THAI NGUYEN",VNM,1012322,VN-69,NA,1994-04-01,1994-04-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,HO CHI MINH CITY,NA,"VIET NAM, HO CHI MINH CITY",VNM,1012302,VN-SG,NA,1994-04-01,1994-04-30,1994,22,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,QUANG BINH,NA,"VIET NAM, QUANG BINH",VNM,1012441,VN-24,NA,1994-04-01,1994-04-30,1994,3,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,DONG THAP,NA,"VIET NAM, DONG THAP",VNM,1012385,VN-45,NA,1994-04-01,1994-04-30,1994,101,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,BINH DINH,NA,"VIET NAM, BINH DINH",VNM,1012400,VN-31,NA,1994-04-01,1994-04-30,1994,15,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,BEN TRE,NA,"VIET NAM, BEN TRE",VNM,1012388,VN-50,NA,1994-04-01,1994-04-30,1994,23,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,LONG AN,NA,"VIET NAM, LONG AN",VNM,1012395,VN-41,NA,1994-04-01,1994-04-30,1994,10,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,NGHE AN,NA,"VIET NAM, NGHE AN",VNM,1012311,VN-22,NA,1994-04-01,1994-04-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,HA NOI CITY,NA,"VIET NAM, HA NOI CITY",VNM,1012401,VN-HN,NA,1994-04-01,1994-04-30,1994,3,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,QUANG NGAI,NA,"VIET NAM, QUANG NGAI",VNM,1012415,VN-29,NA,1994-04-01,1994-04-30,1994,14,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,TRA VINH,NA,"VIET NAM, TRA VINH",VNM,1012355,VN-51,NA,1994-04-01,1994-04-30,1994,19,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,TUYEN QUANG,NA,"VIET NAM, TUYEN QUANG",VNM,1012305,VN-07,NA,1994-04-01,1994-04-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,TIEN GIANG,NA,"VIET NAM, TIEN GIANG",VNM,1012408,VN-46,NA,1994-04-01,1994-04-30,1994,5,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,LAM DONG,NA,"VIET NAM, LAM DONG",VNM,1012334,VN-35,NA,1994-04-01,1994-04-30,1994,7,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,SON LA,NA,"VIET NAM, SON LA",VNM,1012434,VN-05,NA,1994-04-01,1994-04-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,THUA THIEN - HUE,NA,"VIET NAM, THUA THIEN - HUE",VNM,1012409,VN-26,NA,1994-04-01,1994-04-30,1994,1,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,HA GIANG,NA,"VIET NAM, HA GIANG",VNM,1012453,VN-03,NA,1994-04-01,1994-04-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-04-01,1994-04-30,1994,4
VIET NAM,AN GIANG,NA,"VIET NAM, AN GIANG",VNM,1012315,VN-44,NA,1994-05-01,1994-05-31,1994,131,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,NAM DINH,NA,"VIET NAM, NAM DINH",VNM,1012329,VN-67,NA,1994-05-01,1994-05-31,1994,34,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,THAI BINH,NA,"VIET NAM, THAI BINH",VNM,1012326,VN-20,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,BAC GIANG,NA,"VIET NAM, BAC GIANG",VNM,1012309,VN-54,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,CA MAU,NA,"VIET NAM, CA MAU",VNM,1012389,VN-59,NA,1994-05-01,1994-05-31,1994,436,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,DONG NAI,NA,"VIET NAM, DONG NAI",VNM,1012412,VN-39,NA,1994-05-01,1994-05-31,1994,76,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,GIA LAI,NA,"VIET NAM, GIA LAI",VNM,1012419,VN-30,NA,1994-05-01,1994-05-31,1994,7,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,LAO CAI,NA,"VIET NAM, LAO CAI",VNM,1012366,VN-02,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,SON LA,NA,"VIET NAM, SON LA",VNM,1012434,VN-05,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,VINH PHUC,NA,"VIET NAM, VINH PHUC",VNM,1012324,VN-70,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,CAN THO CITY,NA,"VIET NAM, CAN THO CITY",VNM,1012318,VN-CT,NA,1994-05-01,1994-05-31,1994,10,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,HA NOI CITY,NA,"VIET NAM, HA TAY",VNM,1012370,VN-30,NA,1994-05-01,1994-05-31,1994,24,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,HA TINH,NA,"VIET NAM, HA TINH",VNM,1012406,VN-23,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,PHU YEN,NA,"VIET NAM, PHU YEN",VNM,1012452,VN-32,NA,1994-05-01,1994-05-31,1994,39,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,KHANH HOA,NA,"VIET NAM, KHANH HOA",VNM,1012376,VN-34,NA,1994-05-01,1994-05-31,1994,143,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,NINH THUAN,NA,"VIET NAM, NINH THUAN",VNM,1012342,VN-36,NA,1994-05-01,1994-05-31,1994,56,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,QUANG NINH,NA,"VIET NAM, QUANG NINH",VNM,1012418,VN-13,NA,1994-05-01,1994-05-31,1994,6,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,LAI CHAU,NA,"VIET NAM, LAI CHAU",VNM,1012359,VN-01,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,TAY NINH,NA,"VIET NAM, TAY NINH",VNM,1012325,VN-37,NA,1994-05-01,1994-05-31,1994,11,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,BINH DUONG,NA,"VIET NAM, BINH DUONG",VNM,1012365,VN-57,NA,1994-05-01,1994-05-31,1994,140,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,NINH BINH,NA,"VIET NAM, NINH BINH",VNM,1012422,VN-18,NA,1994-05-01,1994-05-31,1994,1,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,BINH THUAN,NA,"VIET NAM, BINH THUAN",VNM,1012357,VN-40,NA,1994-05-01,1994-05-31,1994,880,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,QUANG NAM,NA,"VIET NAM, QUANG NAM",VNM,1012397,VN-27,NA,1994-05-01,1994-05-31,1994,14,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,HAI DUONG,NA,"VIET NAM, HAI DUONG",VNM,1012405,VN-61,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,THANH HOA,NA,"VIET NAM, THANH HOA",VNM,1012394,VN-21,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,BINH DINH,NA,"VIET NAM, BINH DINH",VNM,1012400,VN-31,NA,1994-05-01,1994-05-31,1994,15,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,TRA VINH,NA,"VIET NAM, TRA VINH",VNM,1012355,VN-51,NA,1994-05-01,1994-05-31,1994,79,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,HAI PHONG CITY,NA,"VIET NAM, HAI PHONG CITY",VNM,1012393,VN-HP,NA,1994-05-01,1994-05-31,1994,3,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,YEN BAI,NA,"VIET NAM, YEN BAI",VNM,1012437,VN-06,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,CAO BANG,NA,"VIET NAM, CAO BANG",VNM,1012375,VN-04,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,THAI NGUYEN,NA,"VIET NAM, THAI NGUYEN",VNM,1012322,VN-69,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,KIEN GIANG,NA,"VIET NAM, KIEN GIANG",VNM,1012402,VN-47,NA,1994-05-01,1994-05-31,1994,67,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,LAM DONG,NA,"VIET NAM, LAM DONG",VNM,1012334,VN-35,NA,1994-05-01,1994-05-31,1994,15,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,THUA THIEN - HUE,NA,"VIET NAM, THUA THIEN - HUE",VNM,1012409,VN-26,NA,1994-05-01,1994-05-31,1994,1,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,BEN TRE,NA,"VIET NAM, BEN TRE",VNM,1012388,VN-50,NA,1994-05-01,1994-05-31,1994,19,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,DONG THAP,NA,"VIET NAM, DONG THAP",VNM,1012385,VN-45,NA,1994-05-01,1994-05-31,1994,54,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,LANG SON,NA,"VIET NAM, LANG SON",VNM,1012358,VN-09,NA,1994-05-01,1994-05-31,1994,2,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,QUANG NGAI,NA,"VIET NAM, QUANG NGAI",VNM,1012415,VN-29,NA,1994-05-01,1994-05-31,1994,5,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,TUYEN QUANG,NA,"VIET NAM, TUYEN QUANG",VNM,1012305,VN-07,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,LONG AN,NA,"VIET NAM, LONG AN",VNM,1012395,VN-41,NA,1994-05-01,1994-05-31,1994,19,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,HO CHI MINH CITY,NA,"VIET NAM, HO CHI MINH CITY",VNM,1012302,VN-SG,NA,1994-05-01,1994-05-31,1994,49,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,QUANG BINH,NA,"VIET NAM, QUANG BINH",VNM,1012441,VN-24,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,NGHE AN,NA,"VIET NAM, NGHE AN",VNM,1012311,VN-22,NA,1994-05-01,1994-05-31,1994,11,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,HA NOI CITY,NA,"VIET NAM, HA NOI CITY",VNM,1012401,VN-HN,NA,1994-05-01,1994-05-31,1994,1,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,HOA BINH,NA,"VIET NAM, HOA BINH",VNM,1012447,VN-14,NA,1994-05-01,1994-05-31,1994,1,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,TIEN GIANG,NA,"VIET NAM, TIEN GIANG",VNM,1012408,VN-46,NA,1994-05-01,1994-05-31,1994,7,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,DAK LAK,NA,"VIET NAM, DAK LAK",VNM,1012345,VN-33,NA,1994-05-01,1994-05-31,1994,2,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,HA GIANG,NA,"VIET NAM, HA GIANG",VNM,1012453,VN-03,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,KON TUM,NA,"VIET NAM, KON TUM",VNM,1012341,VN-28,NA,1994-05-01,1994-05-31,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,QUANG TRI,NA,"VIET NAM, QUANG TRI",VNM,1012343,VN-25,NA,1994-05-01,1994-05-31,1994,7,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-05-01,1994-05-31,1994,5
VIET NAM,NAM DINH,NA,"VIET NAM, NAM DINH",VNM,1012329,VN-67,NA,1994-06-01,1994-06-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,SON LA,NA,"VIET NAM, SON LA",VNM,1012434,VN-05,NA,1994-06-01,1994-06-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,AN GIANG,NA,"VIET NAM, AN GIANG",VNM,1012315,VN-44,NA,1994-06-01,1994-06-30,1994,256,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,TAY NINH,NA,"VIET NAM, TAY NINH",VNM,1012325,VN-37,NA,1994-06-01,1994-06-30,1994,19,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,THAI BINH,NA,"VIET NAM, THAI BINH",VNM,1012326,VN-20,NA,1994-06-01,1994-06-30,1994,105,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,BAC GIANG,NA,"VIET NAM, BAC GIANG",VNM,1012309,VN-54,NA,1994-06-01,1994-06-30,1994,17,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,GIA LAI,NA,"VIET NAM, GIA LAI",VNM,1012419,VN-30,NA,1994-06-01,1994-06-30,1994,9,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,LANG SON,NA,"VIET NAM, LANG SON",VNM,1012358,VN-09,NA,1994-06-01,1994-06-30,1994,1,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,NGHE AN,NA,"VIET NAM, NGHE AN",VNM,1012311,VN-22,NA,1994-06-01,1994-06-30,1994,35,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,HA NOI CITY,NA,"VIET NAM, HA NOI CITY",VNM,1012401,VN-HN,NA,1994-06-01,1994-06-30,1994,6,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,VINH PHUC,NA,"VIET NAM, VINH PHUC",VNM,1012324,VN-70,NA,1994-06-01,1994-06-30,1994,2,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,CAN THO CITY,NA,"VIET NAM, CAN THO CITY",VNM,1012318,VN-CT,NA,1994-06-01,1994-06-30,1994,22,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,LAI CHAU,NA,"VIET NAM, LAI CHAU",VNM,1012359,VN-01,NA,1994-06-01,1994-06-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,DONG NAI,NA,"VIET NAM, DONG NAI",VNM,1012412,VN-39,NA,1994-06-01,1994-06-30,1994,225,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,THUA THIEN - HUE,NA,"VIET NAM, THUA THIEN - HUE",VNM,1012409,VN-26,NA,1994-06-01,1994-06-30,1994,6,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,HA TINH,NA,"VIET NAM, HA TINH",VNM,1012406,VN-23,NA,1994-06-01,1994-06-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,NINH THUAN,NA,"VIET NAM, NINH THUAN",VNM,1012342,VN-36,NA,1994-06-01,1994-06-30,1994,93,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,PHU YEN,NA,"VIET NAM, PHU YEN",VNM,1012452,VN-32,NA,1994-06-01,1994-06-30,1994,9,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,HAI PHONG CITY,NA,"VIET NAM, HAI PHONG CITY",VNM,1012393,VN-HP,NA,1994-06-01,1994-06-30,1994,9,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,BINH DUONG,NA,"VIET NAM, BINH DUONG",VNM,1012365,VN-57,NA,1994-06-01,1994-06-30,1994,320,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,NINH BINH,NA,"VIET NAM, NINH BINH",VNM,1012422,VN-18,NA,1994-06-01,1994-06-30,1994,1,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,QUANG NAM,NA,"VIET NAM, QUANG NAM",VNM,1012397,VN-27,NA,1994-06-01,1994-06-30,1994,55,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,HAI DUONG,NA,"VIET NAM, HAI DUONG",VNM,1012405,VN-61,NA,1994-06-01,1994-06-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,QUANG TRI,NA,"VIET NAM, QUANG TRI",VNM,1012343,VN-25,NA,1994-06-01,1994-06-30,1994,737,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
VIET NAM,THANH HOA,NA,"VIET NAM, THANH HOA",VNM,1012394,VN-21,NA,1994-06-01,1994-06-30,1994,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,1994-06-01,1994-06-30,1994,6
